concept_id,year,state_var,cdc_var,is_primary,source,score,notes,unverified
VIRCOLO1,2022,,VIRCOLO1,1,cdc_seed,,,1
WEIGHT2,2022,,WEIGHT2,1,cdc_seed,,,1
WHEREGET,2022,,WHEREGET,1,cdc_seed,,,1
WORKCFS,2022,,WORKCFS,1,cdc_seed,,,1
WTKG3,2022,,WTKG3,1,cdc_seed,,,1
_AGE65YR,2022,,_AGE65YR,1,cdc_seed,,,1
_AGE80,2022,,_AGE80,1,cdc_seed,,,1
_AGEG5YR,2022,,_AGEG5YR,1,cdc_seed,,,1
_AGE_G,2022,,_AGE_G,1,cdc_seed,,,1
_AIDTST4,2022,,_AIDTST4,1,cdc_seed,,,1
_ALTETH3,2022,,_ALTETH3,1,cdc_seed,,,1
_ASTHMS1,2022,,_ASTHMS1,1,cdc_seed,,,1
_BMI5,2022,,_BMI5,1,cdc_seed,,,1
_BMI5CAT,2022,,_BMI5CAT,1,cdc_seed,,,1
_CASTHM1,2022,,_CASTHM1,1,cdc_seed,,,1
_CHISPNC,2022,,_CHISPNC,1,cdc_seed,,,1
_CHLDCNT,2022,,_CHLDCNT,1,cdc_seed,,,1
_CLLCPWT,2022,,_CLLCPWT,1,cdc_seed,,,1
_CLNSCP1,2022,,_CLNSCP1,1,cdc_seed,,,1
_CPRACE2,2022,,_CPRACE2,1,cdc_seed,,,1
_CRACE2,2022,,_CRACE2,1,cdc_seed,,,1
_CRCREC2,2022,,_CRCREC2,1,cdc_seed,,,1
_CURECI2,2022,,_CURECI2,1,cdc_seed,,,1
_DENVST3,2022,,_DENVST3,1,cdc_seed,,,1
_DRDXAR2,2022,,_DRDXAR2,1,cdc_seed,,,1
_DRNKWK2,2022,,_DRNKWK2,1,cdc_seed,,,1
_DUALCOR,2022,,_DUALCOR,1,cdc_seed,,,1
_DUALUSE,2022,,_DUALUSE,1,cdc_seed,,,1
_EDUCAG,2022,,_EDUCAG,1,cdc_seed,,,1
_EXTETH3,2022,,_EXTETH3,1,cdc_seed,,,1
_FLSHOT7,2022,,_FLSHOT7,1,cdc_seed,,,1
_HADCOLN,2022,,_HADCOLN,1,cdc_seed,,,1
_HADSIGM,2022,,_HADSIGM,1,cdc_seed,,,1
_HCVU652,2022,,_HCVU652,1,cdc_seed,,,1
_HISPANC,2022,,_HISPANC,1,cdc_seed,,,1
_HLTHPLN,2022,,_HLTHPLN,1,cdc_seed,,,1
_IMPRACE,2022,,_IMPRACE,1,cdc_seed,,,1
_INCOMG1,2022,,_INCOMG1,1,cdc_seed,,,1
_LCSREC,2022,,_LCSREC,1,cdc_seed,,,1
_LLCPWT,2022,,_LLCPWT,1,cdc_seed,,,1
_LLCPWT2,2022,,_LLCPWT2,1,cdc_seed,,,1
_LTASTH1,2022,,_LTASTH1,1,cdc_seed,,,1
_MAM5023,2022,,_MAM5023,1,cdc_seed,,,1
_MENT14D,2022,,_MENT14D,1,cdc_seed,,,1
_METSTAT,2022,,_METSTAT,1,cdc_seed,,,1
_MICHD,2022,,_MICHD,1,cdc_seed,,,1
_MRACE2,2022,,_MRACE2,1,cdc_seed,,,1
_PACKDAY,2022,,_PACKDAY,1,cdc_seed,,,1
_PACKYRS,2022,,_PACKYRS,1,cdc_seed,,,1
_PHYS14D,2022,,_PHYS14D,1,cdc_seed,,,1
_PNEUMO3,2022,,_PNEUMO3,1,cdc_seed,,,1
_PRACE2,2022,,_PRACE2,1,cdc_seed,,,1
_PSU,2022,,_PSU,1,cdc_seed,,,1
_RACE1,2022,,_RACE1,1,cdc_seed,,,1
_RACEG22,2022,,_RACEG22,1,cdc_seed,,,1
_RACEGR4,2022,,_RACEGR4,1,cdc_seed,,,1
_RACEPR1,2022,,_RACEPR1,1,cdc_seed,,,1
_RAWRAKE,2022,,_RAWRAKE,1,cdc_seed,,,1
_RFBING6,2022,,_RFBING6,1,cdc_seed,,,1
_RFBLDS5,2022,,_RFBLDS5,1,cdc_seed,,,1
_RFBMI5,2022,,_RFBMI5,1,cdc_seed,,,1
_RFDRHV8,2022,,_RFDRHV8,1,cdc_seed,,,1
_RFHLTH,2022,,_RFHLTH,1,cdc_seed,,,1
_RFMAM22,2022,,_RFMAM22,1,cdc_seed,,,1
_RFSMOK3,2022,,_RFSMOK3,1,cdc_seed,,,1
_SBONTI1,2022,,_SBONTI1,1,cdc_seed,,,1
_SEX,2022,,_SEX,1,cdc_seed,,,1
_SGMS101,2022,,_SGMS101,1,cdc_seed,,,1
_SGMSCP1,2022,,_SGMSCP1,1,cdc_seed,,,1
_SMOKER3,2022,,_SMOKER3,1,cdc_seed,,,1
_SMOKGRP,2022,,_SMOKGRP,1,cdc_seed,,,1
_STATE,2022,,_STATE,1,cdc_seed,,,1
_STOLDN1,2022,,_STOLDN1,1,cdc_seed,,,1
_STRWT,2022,,_STRWT,1,cdc_seed,,,1
_STSTR,2022,,_STSTR,1,cdc_seed,,,1
_TOTINDA,2022,,_TOTINDA,1,cdc_seed,,,1
_URBSTAT,2022,,_URBSTAT,1,cdc_seed,,,1
_VIRCOL1,2022,,_VIRCOL1,1,cdc_seed,,,1
_WT2RAKE,2022,,_WT2RAKE,1,cdc_seed,,,1
_YRSQUIT,2022,,_YRSQUIT,1,cdc_seed,,,1
_YRSSMOK,2022,,_YRSSMOK,1,cdc_seed,,,1
ACEADNED,2023,,ACEADNED,1,cdc_seed,,,1
ACEADSAF,2023,,ACEADSAF,1,cdc_seed,,,1
ACEDEPRS,2023,,ACEDEPRS,1,cdc_seed,,,1
ACEDIVRC,2023,,ACEDIVRC,1,cdc_seed,,,1
ACEDRINK,2023,,ACEDRINK,1,cdc_seed,,,1
ACEDRUGS,2023,,ACEDRUGS,1,cdc_seed,,,1
ACEHURT1,2023,,ACEHURT1,1,cdc_seed,,,1
ACEHVSEX,2023,,ACEHVSEX,1,cdc_seed,,,1
ACEPRISN,2023,,ACEPRISN,1,cdc_seed,,,1
ACEPUNCH,2023,,ACEPUNCH,1,cdc_seed,,,1
ACESWEAR,2023,,ACESWEAR,1,cdc_seed,,,1
ACETOUCH,2023,,ACETOUCH,1,cdc_seed,,,1
ACETTHEM,2023,,ACETTHEM,1,cdc_seed,,,1
ACTIN13_,2023,,ACTIN13_,1,cdc_seed,,,1
ACTIN23_,2023,,ACTIN23_,1,cdc_seed,,,1
ADDEPEV3,2023,,ADDEPEV3,1,cdc_seed,,,1
ALCDAY4,2023,,ALCDAY4,1,cdc_seed,,,1
ARTHDIS2,2023,,ARTHDIS2,1,cdc_seed,,,1
ARTHEDU,2023,,ARTHEDU,1,cdc_seed,,,1
ARTHEXER,2023,,ARTHEXER,1,cdc_seed,,,1
ASPIRIN,2023,,ASPIRIN,1,cdc_seed,,,1
ASTHMA3,2023,,ASTHMA3,1,cdc_seed,,,1
ASTHNOW,2023,,ASTHNOW,1,cdc_seed,,,1
AVEDRNK3,2023,,AVEDRNK3,1,cdc_seed,,,1
BLDSTFIT,2023,,BLDSTFIT,1,cdc_seed,,,1
BLIND,2023,,BLIND,1,cdc_seed,,,1
BPHIGH6,2023,,BPHIGH6,1,cdc_seed,,,1
BPMEDS1,2023,,BPMEDS1,1,cdc_seed,,,1
CADULT1,2023,,CADULT1,1,cdc_seed,,,1
CAGEG,2023,,CAGEG,1,cdc_seed,,,1
CAREGIV1,2023,,CAREGIV1,1,cdc_seed,,,1
CASTHDX2,2023,,CASTHDX2,1,cdc_seed,,,1
CASTHNO2,2023,,CASTHNO2,1,cdc_seed,,,1
CCLGHOUS,2023,,CCLGHOUS,1,cdc_seed,,,1
CDDISCU1,2023,,CDDISCU1,1,cdc_seed,,,1
CDHOUS1,2023,,CDHOUS1,1,cdc_seed,,,1
CDSOCIA1,2023,,CDSOCIA1,1,cdc_seed,,,1
CDWORRY,2023,,CDWORRY,1,cdc_seed,,,1
CELLFON5,2023,,CELLFON5,1,cdc_seed,,,1
CELLSEX2,2023,,CELLSEX2,1,cdc_seed,,,1
CELPHON1,2023,,CELPHON1,1,cdc_seed,,,1
CERVSCRN,2023,,CERVSCRN,1,cdc_seed,,,1
CHCCOPD3,2023,,CHCCOPD3,1,cdc_seed,,,1
CHCKDNY2,2023,,CHCKDNY2,1,cdc_seed,,,1
CHCOCNC1,2023,,CHCOCNC1,1,cdc_seed,,,1
CHCSCNC1,2023,,CHCSCNC1,1,cdc_seed,,,1
CHECKUP1,2023,,CHECKUP1,1,cdc_seed,,,1
CHILDREN,2023,,CHILDREN,1,cdc_seed,,,1
CHKHEMO3,2023,,CHKHEMO3,1,cdc_seed,,,1
CHOLCHK3,2023,,CHOLCHK3,1,cdc_seed,,,1
CHOLMED3,2023,,CHOLMED3,1,cdc_seed,,,1
CIMEMLO1,2023,,CIMEMLO1,1,cdc_seed,,,1
CNCRAGE,2023,,CNCRAGE,1,cdc_seed,,,1
CNCRDIFF,2023,,CNCRDIFF,1,cdc_seed,,,1
CNCRTYP2,2023,,CNCRTYP2,1,cdc_seed,,,1
COLGHOUS,2023,,COLGHOUS,1,cdc_seed,,,1
COLNCNCR,2023,,COLNCNCR,1,cdc_seed,,,1
COLNSIGM,2023,,COLNSIGM,1,cdc_seed,,,1
COLNTES1,2023,,COLNTES1,1,cdc_seed,,,1
COVACGE1,2023,,COVACGE1,1,cdc_seed,,,1
COVIDACT,2023,,COVIDACT,1,cdc_seed,,,1
COVIDNU2,2023,,COVIDNU2,1,cdc_seed,,,1
COVIDPO1,2023,,COVIDPO1,1,cdc_seed,,,1
COVIDSM1,2023,,COVIDSM1,1,cdc_seed,,,1
COVIDVA1,2023,,COVIDVA1,1,cdc_seed,,,1
CPDEMO1C,2023,,CPDEMO1C,1,cdc_seed,,,1
CRGVALZD,2023,,CRGVALZD,1,cdc_seed,,,1
CRGVEXPT,2023,,CRGVEXPT,1,cdc_seed,,,1
CRGVHOU1,2023,,CRGVHOU1,1,cdc_seed,,,1
CRGVHRS1,2023,,CRGVHRS1,1,cdc_seed,,,1
CRGVLNG1,2023,,CRGVLNG1,1,cdc_seed,,,1
CRGVPER1,2023,,CRGVPER1,1,cdc_seed,,,1
CRGVPRB3,2023,,CRGVPRB3,1,cdc_seed,,,1
CRGVREL4,2023,,CRGVREL4,1,cdc_seed,,,1
CRVCLCNC,2023,,CRVCLCNC,1,cdc_seed,,,1
CRVCLHPV,2023,,CRVCLHPV,1,cdc_seed,,,1
CRVCLPAP,2023,,CRVCLPAP,1,cdc_seed,,,1
CSRVCLIN,2023,,CSRVCLIN,1,cdc_seed,,,1
CSRVCTL2,2023,,CSRVCTL2,1,cdc_seed,,,1
CSRVDEIN,2023,,CSRVDEIN,1,cdc_seed,,,1
CSRVDOC1,2023,,CSRVDOC1,1,cdc_seed,,,1
CSRVINSR,2023,,CSRVINSR,1,cdc_seed,,,1
CSRVINST,2023,,CSRVINST,1,cdc_seed,,,1
CSRVPAIN,2023,,CSRVPAIN,1,cdc_seed,,,1
CSRVRTRN,2023,,CSRVRTRN,1,cdc_seed,,,1
CSRVSUM,2023,,CSRVSUM,1,cdc_seed,,,1
CSRVTRT3,2023,,CSRVTRT3,1,cdc_seed,,,1
CSTATE1,2023,,CSTATE1,1,cdc_seed,,,1
CTELENM1,2023,,CTELENM1,1,cdc_seed,,,1
CTELNUM1,2023,,CTELNUM1,1,cdc_seed,,,1
CVDCRHD4,2023,,CVDCRHD4,1,cdc_seed,,,1
CVDINFR4,2023,,CVDINFR4,1,cdc_seed,,,1
CVDSTRK3,2023,,CVDSTRK3,1,cdc_seed,,,1
DEAF,2023,,DEAF,1,cdc_seed,,,1
DECIDE,2023,,DECIDE,1,cdc_seed,,,1
DIABAGE4,2023,,DIABAGE4,1,cdc_seed,,,1
DIABEDU1,2023,,DIABEDU1,1,cdc_seed,,,1
DIABETE4,2023,,DIABETE4,1,cdc_seed,,,1
DIABEYE1,2023,,DIABEYE1,1,cdc_seed,,,1
DIABTYPE,2023,,DIABTYPE,1,cdc_seed,,,1
DIFFALON,2023,,DIFFALON,1,cdc_seed,,,1
DIFFDRES,2023,,DIFFDRES,1,cdc_seed,,,1
DIFFWALK,2023,,DIFFWALK,1,cdc_seed,,,1
DISPCODE,2023,,DISPCODE,1,cdc_seed,,,1
DRNK3GE5,2023,,DRNK3GE5,1,cdc_seed,,,1
DRNKANY6,2023,,DRNKANY6,1,cdc_seed,,,1
DRNKDRI2,2023,,DRNKDRI2,1,cdc_seed,,,1
DROCDY4_,2023,,DROCDY4_,1,cdc_seed,,,1
ECIGNOW2,2023,,ECIGNOW2,1,cdc_seed,,,1
EDUCA,2023,,EDUCA,1,cdc_seed,,,1
EMPLOY1,2023,,EMPLOY1,1,cdc_seed,,,1
EMTSUPRT,2023,,EMTSUPRT,1,cdc_seed,,,1
EXERANY2,2023,,EXERANY2,1,cdc_seed,,,1
EXERHMM1,2023,,EXERHMM1,1,cdc_seed,,,1
EXERHMM2,2023,,EXERHMM2,1,cdc_seed,,,1
EXEROFT1,2023,,EXEROFT1,1,cdc_seed,,,1
EXEROFT2,2023,,EXEROFT2,1,cdc_seed,,,1
EXRACT12,2023,,EXRACT12,1,cdc_seed,,,1
EXRACT22,2023,,EXRACT22,1,cdc_seed,,,1
EYEEXAM1,2023,,EYEEXAM1,1,cdc_seed,,,1
FALL12MN,2023,,FALL12MN,1,cdc_seed,,,1
FALLINJ5,2023,,FALLINJ5,1,cdc_seed,,,1
FC601_,2023,,FC601_,1,cdc_seed,,,1
FEETSORE,2023,,FEETSORE,1,cdc_seed,,,1
FIREARM5,2023,,FIREARM5,1,cdc_seed,,,1
FIRSTAID,2023,,FIRSTAID,1,cdc_seed,,,1
FLSHTMY3,2023,,FLSHTMY3,1,cdc_seed,,,1
FLUSHOT7,2023,,FLUSHOT7,1,cdc_seed,,,1
FMONTH,2023,,FMONTH,1,cdc_seed,,,1
FOODSTMP,2023,,FOODSTMP,1,cdc_seed,,,1
GENHLTH,2023,,GENHLTH,1,cdc_seed,,,1
GUNLOAD,2023,,GUNLOAD,1,cdc_seed,,,1
HADHYST2,2023,,HADHYST2,1,cdc_seed,,,1
HADMAM,2023,,HADMAM,1,cdc_seed,,,1
HADSIGM4,2023,,HADSIGM4,1,cdc_seed,,,1
HASYMP1,2023,,HASYMP1,1,cdc_seed,,,1
HASYMP2,2023,,HASYMP2,1,cdc_seed,,,1
HASYMP3,2023,,HASYMP3,1,cdc_seed,,,1
HASYMP4,2023,,HASYMP4,1,cdc_seed,,,1
HASYMP5,2023,,HASYMP5,1,cdc_seed,,,1
HASYMP6,2023,,HASYMP6,1,cdc_seed,,,1
HAVARTH4,2023,,HAVARTH4,1,cdc_seed,,,1
HEATTBCO,2023,,HEATTBCO,1,cdc_seed,,,1
HEIGHT3,2023,,HEIGHT3,1,cdc_seed,,,1
HHADULT,2023,,HHADULT,1,cdc_seed,,,1
HIVTST7,2023,,HIVTST7,1,cdc_seed,,,1
HIVTSTD3,2023,,HIVTSTD3,1,cdc_seed,,,1
HOWLONG,2023,,HOWLONG,1,cdc_seed,,,1
HPVADSHT,2023,,HPVADSHT,1,cdc_seed,,,1
HPVADVC4,2023,,HPVADVC4,1,cdc_seed,,,1
HTIN4,2023,,HTIN4,1,cdc_seed,,,1
HTM4,2023,,HTM4,1,cdc_seed,,,1
IDATE,2023,,IDATE,1,cdc_seed,,,1
IDAY,2023,,IDAY,1,cdc_seed,,,1
IMFVPLA4,2023,,IMFVPLA4,1,cdc_seed,,,1
IMONTH,2023,,IMONTH,1,cdc_seed,,,1
INCOME3,2023,,INCOME3,1,cdc_seed,,,1
INDORTAN,2023,,INDORTAN,1,cdc_seed,,,1
INSULIN1,2023,,INSULIN1,1,cdc_seed,,,1
IYEAR,2023,,IYEAR,1,cdc_seed,,,1
JOINPAI2,2023,,JOINPAI2,1,cdc_seed,,,1
LADULT1,2023,,LADULT1,1,cdc_seed,,,1
LANDLINE,2023,,LANDLINE,1,cdc_seed,,,1
LANDSEX2,2023,,LANDSEX2,1,cdc_seed,,,1
LASTSIG4,2023,,LASTSIG4,1,cdc_seed,,,1
LASTSMK2,2023,,LASTSMK2,1,cdc_seed,,,1
LCSCTSC1,2023,,LCSCTSC1,1,cdc_seed,,,1
LCSCTWHN,2023,,LCSCTWHN,1,cdc_seed,,,1
LCSFIRST,2023,,LCSFIRST,1,cdc_seed,,,1
LCSLAST,2023,,LCSLAST,1,cdc_seed,,,1
LCSNUMCG,2023,,LCSNUMCG,1,cdc_seed,,,1
LCSSCNCR,2023,,LCSSCNCR,1,cdc_seed,,,1
LMTJOIN3,2023,,LMTJOIN3,1,cdc_seed,,,1
LOADULK2,2023,,LOADULK2,1,cdc_seed,,,1
LSATISFY,2023,,LSATISFY,1,cdc_seed,,,1
MARIJAN1,2023,,MARIJAN1,1,cdc_seed,,,1
MARITAL,2023,,MARITAL,1,cdc_seed,,,1
MARJDAB,2023,,MARJDAB,1,cdc_seed,,,1
MARJEAT,2023,,MARJEAT,1,cdc_seed,,,1
MARJOTHR,2023,,MARJOTHR,1,cdc_seed,,,1
MARJSMOK,2023,,MARJSMOK,1,cdc_seed,,,1
MARJVAPE,2023,,MARJVAPE,1,cdc_seed,,,1
MAXDRNKS,2023,,MAXDRNKS,1,cdc_seed,,,1
MAXVO21_,2023,,MAXVO21_,1,cdc_seed,,,1
MEDCOST1,2023,,MEDCOST1,1,cdc_seed,,,1
MENTCIGS,2023,,MENTCIGS,1,cdc_seed,,,1
MENTECIG,2023,,MENTECIG,1,cdc_seed,,,1
MENTHLTH,2023,,MENTHLTH,1,cdc_seed,,,1
METVL12_,2023,,METVL12_,1,cdc_seed,,,1
METVL22_,2023,,METVL22_,1,cdc_seed,,,1
MSCODE,2023,,MSCODE,1,cdc_seed,,,1
NUMADULT,2023,,NUMADULT,1,cdc_seed,,,1
NUMBURN3,2023,,NUMBURN3,1,cdc_seed,,,1
NUMHHOL4,2023,,NUMHHOL4,1,cdc_seed,,,1
NUMPHON4,2023,,NUMPHON4,1,cdc_seed,,,1
PA3MIN_,2023,,PA3MIN_,1,cdc_seed,,,1
PA3VIGM_,2023,,PA3VIGM_,1,cdc_seed,,,1
PADUR1_,2023,,PADUR1_,1,cdc_seed,,,1
PADUR2_,2023,,PADUR2_,1,cdc_seed,,,1
PAFREQ1_,2023,,PAFREQ1_,1,cdc_seed,,,1
PAFREQ2_,2023,,PAFREQ2_,1,cdc_seed,,,1
PAMIN13_,2023,,PAMIN13_,1,cdc_seed,,,1
PAMIN23_,2023,,PAMIN23_,1,cdc_seed,,,1
PAMISS3_,2023,,PAMISS3_,1,cdc_seed,,,1
PAVIG13_,2023,,PAVIG13_,1,cdc_seed,,,1
PAVIG23_,2023,,PAVIG23_,1,cdc_seed,,,1
PCPSARS2,2023,,PCPSARS2,1,cdc_seed,,,1
PCSTALK2,2023,,PCSTALK2,1,cdc_seed,,,1
PDIABTS1,2023,,PDIABTS1,1,cdc_seed,,,1
PERSDOC3,2023,,PERSDOC3,1,cdc_seed,,,1
PHYSHLTH,2023,,PHYSHLTH,1,cdc_seed,,,1
PNEUVAC4,2023,,PNEUVAC4,1,cdc_seed,,,1
POORHLTH,2023,,POORHLTH,1,cdc_seed,,,1
PREDIAB2,2023,,PREDIAB2,1,cdc_seed,,,1
PREGNANT,2023,,PREGNANT,1,cdc_seed,,,1
PRIMINS1,2023,,PRIMINS1,1,cdc_seed,,,1
PSASUGS1,2023,,PSASUGS1,1,cdc_seed,,,1
PSATEST1,2023,,PSATEST1,1,cdc_seed,,,1
PSATIME1,2023,,PSATIME1,1,cdc_seed,,,1
PVTRESD1,2023,,PVTRESD1,1,cdc_seed,,,1
PVTRESD3,2023,,PVTRESD3,1,cdc_seed,,,1
QSTLANG,2023,,QSTLANG,1,cdc_seed,,,1
QSTVER,2023,,QSTVER,1,cdc_seed,,,1
RCSBORG1,2023,,RCSBORG1,1,cdc_seed,,,1
RCSRLTN2,2023,,RCSRLTN2,1,cdc_seed,,,1
RENTHOM1,2023,,RENTHOM1,1,cdc_seed,,,1
RESPSLC1,2023,,RESPSLC1,1,cdc_seed,,,1
RRATWRK2,2023,,RRATWRK2,1,cdc_seed,,,1
RRCLASS3,2023,,RRCLASS3,1,cdc_seed,,,1
RRCOGNT2,2023,,RRCOGNT2,1,cdc_seed,,,1
RRHCARE4,2023,,RRHCARE4,1,cdc_seed,,,1
RRPHYSM2,2023,,RRPHYSM2,1,cdc_seed,,,1
RRTREAT,2023,,RRTREAT,1,cdc_seed,,,1
SAFETIME,2023,,SAFETIME,1,cdc_seed,,,1
SDHBILLS,2023,,SDHBILLS,1,cdc_seed,,,1
SDHEMPLY,2023,,SDHEMPLY,1,cdc_seed,,,1
SDHFOOD1,2023,,SDHFOOD1,1,cdc_seed,,,1
SDHSTRE1,2023,,SDHSTRE1,1,cdc_seed,,,1
SDHTRNSP,2023,,SDHTRNSP,1,cdc_seed,,,1
SDHUTILS,2023,,SDHUTILS,1,cdc_seed,,,1
SDLONELY,2023,,SDLONELY,1,cdc_seed,,,1
SDNATES1,2023,,SDNATES1,1,cdc_seed,,,1
SEATBELT,2023,,SEATBELT,1,cdc_seed,,,1
SEQNO,2023,,SEQNO,1,cdc_seed,,,1
SEXVAR,2023,,SEXVAR,1,cdc_seed,,,1
SHINGLE2,2023,,SHINGLE2,1,cdc_seed,,,1
SIGMTES1,2023,,SIGMTES1,1,cdc_seed,,,1
SMALSTOL,2023,,SMALSTOL,1,cdc_seed,,,1
SMOKDAY2,2023,,SMOKDAY2,1,cdc_seed,,,1
SMOKE100,2023,,SMOKE100,1,cdc_seed,,,1
SOFEMALE,2023,,SOFEMALE,1,cdc_seed,,,1
SOMALE,2023,,SOMALE,1,cdc_seed,,,1
STATERE1,2023,,STATERE1,1,cdc_seed,,,1
STOLTEST,2023,,STOLTEST,1,cdc_seed,,,1
STOOLDN2,2023,,STOOLDN2,1,cdc_seed,,,1
STOPSMK2,2023,,STOPSMK2,1,cdc_seed,,,1
STRENGTH,2023,,STRENGTH,1,cdc_seed,,,1
STRFREQ_,2023,,STRFREQ_,1,cdc_seed,,,1
STRSYMP1,2023,,STRSYMP1,1,cdc_seed,,,1
STRSYMP2,2023,,STRSYMP2,1,cdc_seed,,,1
STRSYMP3,2023,,STRSYMP3,1,cdc_seed,,,1
STRSYMP4,2023,,STRSYMP4,1,cdc_seed,,,1
STRSYMP5,2023,,STRSYMP5,1,cdc_seed,,,1
STRSYMP6,2023,,STRSYMP6,1,cdc_seed,,,1
SUNPRTCT,2023,,SUNPRTCT,1,cdc_seed,,,1
TETANUS1,2023,,TETANUS1,1,cdc_seed,,,1
TOLDHI3,2023,,TOLDHI3,1,cdc_seed,,,1
USENOW3,2023,,USENOW3,1,cdc_seed,,,1
VCLNTES2,2023,,VCLNTES2,1,cdc_seed,,,1
VETERAN3,2023,,VETERAN3,1,cdc_seed,,,1
VIRCOLO1,2023,,VIRCOLO1,1,cdc_seed,,,1
WEIGHT2,2023,,WEIGHT2,1,cdc_seed,,,1
WKDAYOUT,2023,,WKDAYOUT,1,cdc_seed,,,1
WKENDOUT,2023,,WKENDOUT,1,cdc_seed,,,1
WTKG3,2023,,WTKG3,1,cdc_seed,,,1
_AGE65YR,2023,,_AGE65YR,1,cdc_seed,,,1
_AGE80,2023,,_AGE80,1,cdc_seed,,,1
_AGEG5YR,2023,,_AGEG5YR,1,cdc_seed,,,1
_AGE_G,2023,,_AGE_G,1,cdc_seed,,,1
_AIDTST4,2023,,_AIDTST4,1,cdc_seed,,,1
_ASTHMS1,2023,,_ASTHMS1,1,cdc_seed,,,1
_BMI5,2023,,_BMI5,1,cdc_seed,,,1
_BMI5CAT,2023,,_BMI5CAT,1,cdc_seed,,,1
_CASTHM1,2023,,_CASTHM1,1,cdc_seed,,,1
_CHISPNC,2023,,_CHISPNC,1,cdc_seed,,,1
_CHLDCNT,2023,,_CHLDCNT,1,cdc_seed,,,1
_CHOLCH3,2023,,_CHOLCH3,1,cdc_seed,,,1
_CLLCPWT,2023,,_CLLCPWT,1,cdc_seed,,,1
_CRACE1,2023,,_CRACE1,1,cdc_seed,,,1
_CURECI2,2023,,_CURECI2,1,cdc_seed,,,1
_DRDXAR2,2023,,_DRDXAR2,1,cdc_seed,,,1
_DRNKDRV,2023,,_DRNKDRV,1,cdc_seed,,,1
_DRNKWK2,2023,,_DRNKWK2,1,cdc_seed,,,1
_DUALCOR,2023,,_DUALCOR,1,cdc_seed,,,1
_DUALUSE,2023,,_DUALUSE,1,cdc_seed,,,1
_EDUCAG,2023,,_EDUCAG,1,cdc_seed,,,1
_FLSHOT7,2023,,_FLSHOT7,1,cdc_seed,,,1
_HCVU653,2023,,_HCVU653,1,cdc_seed,,,1
_HISPANC,2023,,_HISPANC,1,cdc_seed,,,1
_HLTHPL1,2023,,_HLTHPL1,1,cdc_seed,,,1
_IMPRACE,2023,,_IMPRACE,1,cdc_seed,,,1
_INCOMG1,2023,,_INCOMG1,1,cdc_seed,,,1
_LLCPWT,2023,,_LLCPWT,1,cdc_seed,,,1
_LLCPWT2,2023,,_LLCPWT2,1,cdc_seed,,,1
_LTASTH1,2023,,_LTASTH1,1,cdc_seed,,,1
_MENT14D,2023,,_MENT14D,1,cdc_seed,,,1
_METSTAT,2023,,_METSTAT,1,cdc_seed,,,1
_MICHD,2023,,_MICHD,1,cdc_seed,,,1
_MINAC12,2023,,_MINAC12,1,cdc_seed,,,1
_MINAC22,2023,,_MINAC22,1,cdc_seed,,,1
_MRACE1,2023,,_MRACE1,1,cdc_seed,,,1
_PA150R4,2023,,_PA150R4,1,cdc_seed,,,1
_PA30023,2023,,_PA30023,1,cdc_seed,,,1
_PA300R4,2023,,_PA300R4,1,cdc_seed,,,1
_PACAT3,2023,,_PACAT3,1,cdc_seed,,,1
_PAINDX3,2023,,_PAINDX3,1,cdc_seed,,,1
_PAREC3,2023,,_PAREC3,1,cdc_seed,,,1
_PASTAE3,2023,,_PASTAE3,1,cdc_seed,,,1
_PASTRNG,2023,,_PASTRNG,1,cdc_seed,,,1
_PHYS14D,2023,,_PHYS14D,1,cdc_seed,,,1
_PNEUMO3,2023,,_PNEUMO3,1,cdc_seed,,,1
_PSU,2023,,_PSU,1,cdc_seed,,,1
_RACE,2023,,_RACE,1,cdc_seed,,,1
_RACEG21,2023,,_RACEG21,1,cdc_seed,,,1
_RACEGR3,2023,,_RACEGR3,1,cdc_seed,,,1
_RACEPRV,2023,,_RACEPRV,1,cdc_seed,,,1
_RAWRAKE,2023,,_RAWRAKE,1,cdc_seed,,,1
_RFBING6,2023,,_RFBING6,1,cdc_seed,,,1
_RFBMI5,2023,,_RFBMI5,1,cdc_seed,,,1
_RFCHOL3,2023,,_RFCHOL3,1,cdc_seed,,,1
_RFDRHV8,2023,,_RFDRHV8,1,cdc_seed,,,1
_RFHLTH,2023,,_RFHLTH,1,cdc_seed,,,1
_RFHYPE6,2023,,_RFHYPE6,1,cdc_seed,,,1
_RFSEAT2,2023,,_RFSEAT2,1,cdc_seed,,,1
_RFSEAT3,2023,,_RFSEAT3,1,cdc_seed,,,1
_RFSMOK3,2023,,_RFSMOK3,1,cdc_seed,,,1
_SEX,2023,,_SEX,1,cdc_seed,,,1
_SMOKER3,2023,,_SMOKER3,1,cdc_seed,,,1
_STATE,2023,,_STATE,1,cdc_seed,,,1
_STRWT,2023,,_STRWT,1,cdc_seed,,,1
_STSTR,2023,,_STSTR,1,cdc_seed,,,1
_TOTINDA,2023,,_TOTINDA,1,cdc_seed,,,1
_URBSTAT,2023,,_URBSTAT,1,cdc_seed,,,1
_WT2RAKE,2023,,_WT2RAKE,1,cdc_seed,,,1
ACEADNED,2024,,ACEADNED,1,cdc_seed,,,1
ACEADSAF,2024,,ACEADSAF,1,cdc_seed,,,1
ACEDEPRS,2024,,ACEDEPRS,1,cdc_seed,,,1
