concept_id,year,state_var,cdc_var,is_primary,source,score,notes,unverified
ACEDIVRC,2024,,ACEDIVRC,1,cdc_seed,,,1
ACEDRINK,2024,,ACEDRINK,1,cdc_seed,,,1
ACEDRUGS,2024,,ACEDRUGS,1,cdc_seed,,,1
ACEHURT1,2024,,ACEHURT1,1,cdc_seed,,,1
ACEHVSEX,2024,,ACEHVSEX,1,cdc_seed,,,1
ACEPRISN,2024,,ACEPRISN,1,cdc_seed,,,1
ACEPUNCH,2024,,ACEPUNCH,1,cdc_seed,,,1
ACESWEAR,2024,,ACESWEAR,1,cdc_seed,,,1
ACETOUCH,2024,,ACETOUCH,1,cdc_seed,,,1
ACETTHEM,2024,,ACETTHEM,1,cdc_seed,,,1
ADDEPEV3,2024,,ADDEPEV3,1,cdc_seed,,,1
ALCDAY4,2024,,ALCDAY4,1,cdc_seed,,,1
ARTHEXER,2024,,ARTHEXER,1,cdc_seed,,,1
ASTHMA3,2024,,ASTHMA3,1,cdc_seed,,,1
ASTHNOW,2024,,ASTHNOW,1,cdc_seed,,,1
AVEDRNK4,2024,,AVEDRNK4,1,cdc_seed,,,1
BLDSTFIT,2024,,BLDSTFIT,1,cdc_seed,,,1
BLIND,2024,,BLIND,1,cdc_seed,,,1
CADULT1,2024,,CADULT1,1,cdc_seed,,,1
CAGEG,2024,,CAGEG,1,cdc_seed,,,1
CAREGIV1,2024,,CAREGIV1,1,cdc_seed,,,1
CASTHDX2,2024,,CASTHDX2,1,cdc_seed,,,1
CASTHNO2,2024,,CASTHNO2,1,cdc_seed,,,1
CCLGHOUS,2024,,CCLGHOUS,1,cdc_seed,,,1
CDDISCU1,2024,,CDDISCU1,1,cdc_seed,,,1
CDHOUS1,2024,,CDHOUS1,1,cdc_seed,,,1
CDSOCIA1,2024,,CDSOCIA1,1,cdc_seed,,,1
CDWORRY,2024,,CDWORRY,1,cdc_seed,,,1
CELLFON5,2024,,CELLFON5,1,cdc_seed,,,1
CELLSEX3,2024,,CELLSEX3,1,cdc_seed,,,1
CELPHON1,2024,,CELPHON1,1,cdc_seed,,,1
CERVSCRN,2024,,CERVSCRN,1,cdc_seed,,,1
CHCCOPD3,2024,,CHCCOPD3,1,cdc_seed,,,1
CHCKDNY2,2024,,CHCKDNY2,1,cdc_seed,,,1
CHCOCNC1,2024,,CHCOCNC1,1,cdc_seed,,,1
CHCSCNC1,2024,,CHCSCNC1,1,cdc_seed,,,1
CHECKUP1,2024,,CHECKUP1,1,cdc_seed,,,1
CHILDREN,2024,,CHILDREN,1,cdc_seed,,,1
CHKHEMO3,2024,,CHKHEMO3,1,cdc_seed,,,1
CIMEMLO1,2024,,CIMEMLO1,1,cdc_seed,,,1
CNCRAGE,2024,,CNCRAGE,1,cdc_seed,,,1
CNCRDIFF,2024,,CNCRDIFF,1,cdc_seed,,,1
CNCRTYP2,2024,,CNCRTYP2,1,cdc_seed,,,1
COLGHOUS,2024,,COLGHOUS,1,cdc_seed,,,1
COLNCNCR,2024,,COLNCNCR,1,cdc_seed,,,1
COLNSIGM,2024,,COLNSIGM,1,cdc_seed,,,1
COLNTES1,2024,,COLNTES1,1,cdc_seed,,,1
CPDEMO1C,2024,,CPDEMO1C,1,cdc_seed,,,1
CRGVALZD,2024,,CRGVALZD,1,cdc_seed,,,1
CRGVHOU2,2024,,CRGVHOU2,1,cdc_seed,,,1
CRGVHRS2,2024,,CRGVHRS2,1,cdc_seed,,,1
CRGVLNG2,2024,,CRGVLNG2,1,cdc_seed,,,1
CRGVNURS,2024,,CRGVNURS,1,cdc_seed,,,1
CRGVPER2,2024,,CRGVPER2,1,cdc_seed,,,1
CRGVPRB4,2024,,CRGVPRB4,1,cdc_seed,,,1
CRGVREL5,2024,,CRGVREL5,1,cdc_seed,,,1
CRVCLCNC,2024,,CRVCLCNC,1,cdc_seed,,,1
CRVCLHPV,2024,,CRVCLHPV,1,cdc_seed,,,1
CRVCLPAP,2024,,CRVCLPAP,1,cdc_seed,,,1
CSRVCLIN,2024,,CSRVCLIN,1,cdc_seed,,,1
CSRVCTL2,2024,,CSRVCTL2,1,cdc_seed,,,1
CSRVDEIN,2024,,CSRVDEIN,1,cdc_seed,,,1
CSRVDOC1,2024,,CSRVDOC1,1,cdc_seed,,,1
CSRVINSR,2024,,CSRVINSR,1,cdc_seed,,,1
CSRVINST,2024,,CSRVINST,1,cdc_seed,,,1
CSRVPAIN,2024,,CSRVPAIN,1,cdc_seed,,,1
CSRVRTRN,2024,,CSRVRTRN,1,cdc_seed,,,1
CSRVSUM,2024,,CSRVSUM,1,cdc_seed,,,1
CSRVTRT3,2024,,CSRVTRT3,1,cdc_seed,,,1
CSTATE1,2024,,CSTATE1,1,cdc_seed,,,1
CTELENM1,2024,,CTELENM1,1,cdc_seed,,,1
CTELNUM1,2024,,CTELNUM1,1,cdc_seed,,,1
CVDCRHD4,2024,,CVDCRHD4,1,cdc_seed,,,1
CVDINFR4,2024,,CVDINFR4,1,cdc_seed,,,1
CVDSTRK3,2024,,CVDSTRK3,1,cdc_seed,,,1
DEAF,2024,,DEAF,1,cdc_seed,,,1
DECIDE,2024,,DECIDE,1,cdc_seed,,,1
DIABAGE4,2024,,DIABAGE4,1,cdc_seed,,,1
DIABEDU1,2024,,DIABEDU1,1,cdc_seed,,,1
DIABETE4,2024,,DIABETE4,1,cdc_seed,,,1
DIABEYE1,2024,,DIABEYE1,1,cdc_seed,,,1
DIABTYPE,2024,,DIABTYPE,1,cdc_seed,,,1
DIFFALON,2024,,DIFFALON,1,cdc_seed,,,1
DIFFDRES,2024,,DIFFDRES,1,cdc_seed,,,1
DIFFWALK,2024,,DIFFWALK,1,cdc_seed,,,1
DISPCODE,2024,,DISPCODE,1,cdc_seed,,,1
DRNK3GE5,2024,,DRNK3GE5,1,cdc_seed,,,1
DRNKANY6,2024,,DRNKANY6,1,cdc_seed,,,1
DROCDY4_,2024,,DROCDY4_,1,cdc_seed,,,1
ECIGNOW3,2024,,ECIGNOW3,1,cdc_seed,,,1
EDUCA,2024,,EDUCA,1,cdc_seed,,,1
EMPLOY1,2024,,EMPLOY1,1,cdc_seed,,,1
EMTSUPRT,2024,,EMTSUPRT,1,cdc_seed,,,1
EXERANY2,2024,,EXERANY2,1,cdc_seed,,,1
EYEEXAM1,2024,,EYEEXAM1,1,cdc_seed,,,1
FEETSORE,2024,,FEETSORE,1,cdc_seed,,,1
FIREARM5,2024,,FIREARM5,1,cdc_seed,,,1
FLSHTMY3,2024,,FLSHTMY3,1,cdc_seed,,,1
FLUSHOT7,2024,,FLUSHOT7,1,cdc_seed,,,1
FMONTH,2024,,FMONTH,1,cdc_seed,,,1
FOODSTMP,2024,,FOODSTMP,1,cdc_seed,,,1
GENHLTH,2024,,GENHLTH,1,cdc_seed,,,1
GUNLOAD,2024,,GUNLOAD,1,cdc_seed,,,1
HADHYST2,2024,,HADHYST2,1,cdc_seed,,,1
HADMAM,2024,,HADMAM,1,cdc_seed,,,1
HADSEX,2024,,HADSEX,1,cdc_seed,,,1
HADSIGM4,2024,,HADSIGM4,1,cdc_seed,,,1
HAVARTH4,2024,,HAVARTH4,1,cdc_seed,,,1
HEATTBCO,2024,,HEATTBCO,1,cdc_seed,,,1
HEIGHT3,2024,,HEIGHT3,1,cdc_seed,,,1
HHADULT,2024,,HHADULT,1,cdc_seed,,,1
HIVRISK5,2024,,HIVRISK5,1,cdc_seed,,,1
HIVTST7,2024,,HIVTST7,1,cdc_seed,,,1
HIVTSTD3,2024,,HIVTSTD3,1,cdc_seed,,,1
HOWLONG,2024,,HOWLONG,1,cdc_seed,,,1
HOWSAFE1,2024,,HOWSAFE1,1,cdc_seed,,,1
HPVADSH1,2024,,HPVADSH1,1,cdc_seed,,,1
HPVADVC4,2024,,HPVADVC4,1,cdc_seed,,,1
HTIN4,2024,,HTIN4,1,cdc_seed,,,1
HTM4,2024,,HTM4,1,cdc_seed,,,1
IDATE,2024,,IDATE,1,cdc_seed,,,1
IDAY,2024,,IDAY,1,cdc_seed,,,1
IMFVPLA5,2024,,IMFVPLA5,1,cdc_seed,,,1
IMONTH,2024,,IMONTH,1,cdc_seed,,,1
INCOME3,2024,,INCOME3,1,cdc_seed,,,1
INSULIN1,2024,,INSULIN1,1,cdc_seed,,,1
IYEAR,2024,,IYEAR,1,cdc_seed,,,1
LADULT1,2024,,LADULT1,1,cdc_seed,,,1
LANDLINE,2024,,LANDLINE,1,cdc_seed,,,1
LANDSEX3,2024,,LANDSEX3,1,cdc_seed,,,1
LASTDEN4,2024,,LASTDEN4,1,cdc_seed,,,1
LASTSIG4,2024,,LASTSIG4,1,cdc_seed,,,1
LASTSMK2,2024,,LASTSMK2,1,cdc_seed,,,1
LCSCTSC1,2024,,LCSCTSC1,1,cdc_seed,,,1
LCSCTWHN,2024,,LCSCTWHN,1,cdc_seed,,,1
LCSFIRST,2024,,LCSFIRST,1,cdc_seed,,,1
LCSLAST_,2024,,LCSLAST_,1,cdc_seed,,,1
LCSNUMCG,2024,,LCSNUMCG,1,cdc_seed,,,1
LCSNUMC_,2024,,LCSNUMC_,1,cdc_seed,,,1
LCSSCNCR,2024,,LCSSCNCR,1,cdc_seed,,,1
LOADULK2,2024,,LOADULK2,1,cdc_seed,,,1
LSATISFY,2024,,LSATISFY,1,cdc_seed,,,1
MARIJAN1,2024,,MARIJAN1,1,cdc_seed,,,1
MARITAL,2024,,MARITAL,1,cdc_seed,,,1
MARJDAB,2024,,MARJDAB,1,cdc_seed,,,1
MARJEAT,2024,,MARJEAT,1,cdc_seed,,,1
MARJOTHR,2024,,MARJOTHR,1,cdc_seed,,,1
MARJSMOK,2024,,MARJSMOK,1,cdc_seed,,,1
MARJVAPE,2024,,MARJVAPE,1,cdc_seed,,,1
MAXDRNKS,2024,,MAXDRNKS,1,cdc_seed,,,1
MEDCOST1,2024,,MEDCOST1,1,cdc_seed,,,1
MENTCIGS,2024,,MENTCIGS,1,cdc_seed,,,1
MENTECIG,2024,,MENTECIG,1,cdc_seed,,,1
MENTHLTH,2024,,MENTHLTH,1,cdc_seed,,,1
MSCODE,2024,,MSCODE,1,cdc_seed,,,1
NOBCUSE8,2024,,NOBCUSE8,1,cdc_seed,,,1
NUMADULT,2024,,NUMADULT,1,cdc_seed,,,1
NUMHHOL4,2024,,NUMHHOL4,1,cdc_seed,,,1
NUMPHON4,2024,,NUMPHON4,1,cdc_seed,,,1
PCPSARS2,2024,,PCPSARS2,1,cdc_seed,,,1
PCSTALK2,2024,,PCSTALK2,1,cdc_seed,,,1
PDIABTS1,2024,,PDIABTS1,1,cdc_seed,,,1
PERSDOC3,2024,,PERSDOC3,1,cdc_seed,,,1
PFPPRVN4,2024,,PFPPRVN4,1,cdc_seed,,,1
PHYSHLTH,2024,,PHYSHLTH,1,cdc_seed,,,1
PNEUVAC4,2024,,PNEUVAC4,1,cdc_seed,,,1
POORHLTH,2024,,POORHLTH,1,cdc_seed,,,1
PREDIAB2,2024,,PREDIAB2,1,cdc_seed,,,1
PREGNANT,2024,,PREGNANT,1,cdc_seed,,,1
PRIMINS2,2024,,PRIMINS2,1,cdc_seed,,,1
PSASUGS1,2024,,PSASUGS1,1,cdc_seed,,,1
PSATEST1,2024,,PSATEST1,1,cdc_seed,,,1
PSATIME1,2024,,PSATIME1,1,cdc_seed,,,1
PVTRESD1,2024,,PVTRESD1,1,cdc_seed,,,1
PVTRESD3,2024,,PVTRESD3,1,cdc_seed,,,1
QSTLANG,2024,,QSTLANG,1,cdc_seed,,,1
QSTVER,2024,,QSTVER,1,cdc_seed,,,1
RCSBORG1,2024,,RCSBORG1,1,cdc_seed,,,1
RCSRLTN2,2024,,RCSRLTN2,1,cdc_seed,,,1
RENTHOM1,2024,,RENTHOM1,1,cdc_seed,,,1
RESPSLC1,2024,,RESPSLC1,1,cdc_seed,,,1
RMVTETH4,2024,,RMVTETH4,1,cdc_seed,,,1
SAFETIME,2024,,SAFETIME,1,cdc_seed,,,1
SDHBILLS,2024,,SDHBILLS,1,cdc_seed,,,1
SDHEMPLY,2024,,SDHEMPLY,1,cdc_seed,,,1
SDHFOOD1,2024,,SDHFOOD1,1,cdc_seed,,,1
SDHTRNSP,2024,,SDHTRNSP,1,cdc_seed,,,1
SDHUTILS,2024,,SDHUTILS,1,cdc_seed,,,1
SDLONELY,2024,,SDLONELY,1,cdc_seed,,,1
SDNATES1,2024,,SDNATES1,1,cdc_seed,,,1
SEQNO,2024,,SEQNO,1,cdc_seed,,,1
SEXVAR,2024,,SEXVAR,1,cdc_seed,,,1
SHINGLE2,2024,,SHINGLE2,1,cdc_seed,,,1
SIGMTES1,2024,,SIGMTES1,1,cdc_seed,,,1
SMALSTOL,2024,,SMALSTOL,1,cdc_seed,,,1
SMOKDAY2,2024,,SMOKDAY2,1,cdc_seed,,,1
SMOKE100,2024,,SMOKE100,1,cdc_seed,,,1
SOFEMALE,2024,,SOFEMALE,1,cdc_seed,,,1
SOMALE,2024,,SOMALE,1,cdc_seed,,,1
SSBFRUT3,2024,,SSBFRUT3,1,cdc_seed,,,1
SSBSUGR2,2024,,SSBSUGR2,1,cdc_seed,,,1
STATERE1,2024,,STATERE1,1,cdc_seed,,,1
STOLTEST,2024,,STOLTEST,1,cdc_seed,,,1
STOOLDN2,2024,,STOOLDN2,1,cdc_seed,,,1
STOPSMK2,2024,,STOPSMK2,1,cdc_seed,,,1
TETANUS1,2024,,TETANUS1,1,cdc_seed,,,1
TYPCNTR9,2024,,TYPCNTR9,1,cdc_seed,,,1
USENOW3,2024,,USENOW3,1,cdc_seed,,,1
VCLNTES2,2024,,VCLNTES2,1,cdc_seed,,,1
VETERAN3,2024,,VETERAN3,1,cdc_seed,,,1
VIRCOLO1,2024,,VIRCOLO1,1,cdc_seed,,,1
WEIGHT2,2024,,WEIGHT2,1,cdc_seed,,,1
WTKG3,2024,,WTKG3,1,cdc_seed,,,1
_AGE65YR,2024,,_AGE65YR,1,cdc_seed,,,1
_AGE80,2024,,_AGE80,1,cdc_seed,,,1
_AGEG5YR,2024,,_AGEG5YR,1,cdc_seed,,,1
_AGE_G,2024,,_AGE_G,1,cdc_seed,,,1
_AIDTST4,2024,,_AIDTST4,1,cdc_seed,,,1
_ALTETH3,2024,,_ALTETH3,1,cdc_seed,,,1
_ASTHMS1,2024,,_ASTHMS1,1,cdc_seed,,,1
_BMI5,2024,,_BMI5,1,cdc_seed,,,1
_BMI5CAT,2024,,_BMI5CAT,1,cdc_seed,,,1
_CASTHM1,2024,,_CASTHM1,1,cdc_seed,,,1
_CHISPNC,2024,,_CHISPNC,1,cdc_seed,,,1
_CHLDCNT,2024,,_CHLDCNT,1,cdc_seed,,,1
_CLLCPWT,2024,,_CLLCPWT,1,cdc_seed,,,1
_CLNSCP2,2024,,_CLNSCP2,1,cdc_seed,,,1
_CRACE1,2024,,_CRACE1,1,cdc_seed,,,1
_CRCREC3,2024,,_CRCREC3,1,cdc_seed,,,1
_CRVSCRN,2024,,_CRVSCRN,1,cdc_seed,,,1
_CURECI3,2024,,_CURECI3,1,cdc_seed,,,1
_DENVST3,2024,,_DENVST3,1,cdc_seed,,,1
_DRDXAR2,2024,,_DRDXAR2,1,cdc_seed,,,1
_DRNKWK3,2024,,_DRNKWK3,1,cdc_seed,,,1
_DUALCOR,2024,,_DUALCOR,1,cdc_seed,,,1
_DUALUSE,2024,,_DUALUSE,1,cdc_seed,,,1
_EDUCAG,2024,,_EDUCAG,1,cdc_seed,,,1
_EXTETH3,2024,,_EXTETH3,1,cdc_seed,,,1
_FLSHOT7,2024,,_FLSHOT7,1,cdc_seed,,,1
_HADCOLN,2024,,_HADCOLN,1,cdc_seed,,,1
_HADSIGM,2024,,_HADSIGM,1,cdc_seed,,,1
_HCVU654,2024,,_HCVU654,1,cdc_seed,,,1
_HISPANC,2024,,_HISPANC,1,cdc_seed,,,1
_HLTHPL2,2024,,_HLTHPL2,1,cdc_seed,,,1
_HPV5YR1,2024,,_HPV5YR1,1,cdc_seed,,,1
_IMPRACE,2024,,_IMPRACE,1,cdc_seed,,,1
_INCOMG1,2024,,_INCOMG1,1,cdc_seed,,,1
_LCSAGE,2024,,_LCSAGE,1,cdc_seed,,,1
_LCSCTSN,2024,,_LCSCTSN,1,cdc_seed,,,1
_LCSELIG,2024,,_LCSELIG,1,cdc_seed,,,1
_LCSPSTF,2024,,_LCSPSTF,1,cdc_seed,,,1
_LCSSMKG,2024,,_LCSSMKG,1,cdc_seed,,,1
_LCSYQTS,2024,,_LCSYQTS,1,cdc_seed,,,1
_LCSYSMK,2024,,_LCSYSMK,1,cdc_seed,,,1
_LLCPWT,2024,,_LLCPWT,1,cdc_seed,,,1
_LLCPWT2,2024,,_LLCPWT2,1,cdc_seed,,,1
_LTASTH1,2024,,_LTASTH1,1,cdc_seed,,,1
_MAM402Y,2024,,_MAM402Y,1,cdc_seed,,,1
_MENT14D,2024,,_MENT14D,1,cdc_seed,,,1
_METSTAT,2024,,_METSTAT,1,cdc_seed,,,1
_MICHD,2024,,_MICHD,1,cdc_seed,,,1
_MRACE1,2024,,_MRACE1,1,cdc_seed,,,1
_PACKDAY,2024,,_PACKDAY,1,cdc_seed,,,1
_PACKYRS,2024,,_PACKYRS,1,cdc_seed,,,1
_PAPHPV1,2024,,_PAPHPV1,1,cdc_seed,,,1
_PHYS14D,2024,,_PHYS14D,1,cdc_seed,,,1
_PNEUMO3,2024,,_PNEUMO3,1,cdc_seed,,,1
_PSU,2024,,_PSU,1,cdc_seed,,,1
_RACE,2024,,_RACE,1,cdc_seed,,,1
_RACEG21,2024,,_RACEG21,1,cdc_seed,,,1
_RACEGR3,2024,,_RACEGR3,1,cdc_seed,,,1
_RACEPRV,2024,,_RACEPRV,1,cdc_seed,,,1
_RAWRAKE,2024,,_RAWRAKE,1,cdc_seed,,,1
_RFBING6,2024,,_RFBING6,1,cdc_seed,,,1
_RFBLDS6,2024,,_RFBLDS6,1,cdc_seed,,,1
_RFBMI5,2024,,_RFBMI5,1,cdc_seed,,,1
_RFDRHV9,2024,,_RFDRHV9,1,cdc_seed,,,1
_RFHLTH,2024,,_RFHLTH,1,cdc_seed,,,1
_RFMAM23,2024,,_RFMAM23,1,cdc_seed,,,1
_RFPAP37,2024,,_RFPAP37,1,cdc_seed,,,1
_RFSMOK3,2024,,_RFSMOK3,1,cdc_seed,,,1
_SBONTI2,2024,,_SBONTI2,1,cdc_seed,,,1
_SEX,2024,,_SEX,1,cdc_seed,,,1
_SGMS102,2024,,_SGMS102,1,cdc_seed,,,1
_SGMSCP2,2024,,_SGMSCP2,1,cdc_seed,,,1
_SMOKER3,2024,,_SMOKER3,1,cdc_seed,,,1
_STATE,2024,,_STATE,1,cdc_seed,,,1
_STOLDN2,2024,,_STOLDN2,1,cdc_seed,,,1
_STRWT,2024,,_STRWT,1,cdc_seed,,,1
_STSTR,2024,,_STSTR,1,cdc_seed,,,1
_TOTINDA,2024,,_TOTINDA,1,cdc_seed,,,1
_URBSTAT,2024,,_URBSTAT,1,cdc_seed,,,1
_VIRCOL2,2024,,_VIRCOL2,1,cdc_seed,,,1
_WT2RAKE,2024,,_WT2RAKE,1,cdc_seed,,,1
